,항명,호출부호,선명,입항횟수,입항횟수.1,구분,외내,입출,총톤수,입항일시,출항일시,CIQ수속일자,수리일시,항해구분,MRN 번호,계선장소,계선장소.1,계선장소.2,차항지,전출항지,선박용도,"외항:한국인선원수
내항:해기사선원수","외항:외국인선원수
내항:보통선원수",승객,예선,도선,부선호출부호1,부선호출부호2
826,부산,171051,17쌍용호,2022,12,최종,내항,입항,498,2022-09-25 10:50,2022-09-25 12:12,,2022-09-27 09:00,기타,,WAN,02,남외항 N-2박지,기타항,제주,일반화물선,5.0,4.0,0.0,N,N,,
827,부산,171051,17쌍용호,2022,12,최종,내항,출항,498,2022-09-25 10:50,2022-09-25 12:12,,2022-09-27 09:09,기타,,WAN,02,남외항 N-2박지,기타항,제주,일반화물선,5.0,4.0,0.0,N,N,,
828,부산,DSPA2,STAR REX,2022,15,최종,외항,출항,"1,596",2022-09-25 11:00,2022-10-01 11:30,2022-10-01 11:30,2022-10-04 10:53,기타,22CTYSSR30E,MK5,03,감천 5부두 3선석,SAKAISENBOKU,HIBIKISHINKO,일반화물선,4.0,7.0,,N,N,,
829,부산,DSPA2,STAR REX,2022,15,최종,외항,입항,"1,596",2022-09-25 11:00,2022-10-01 11:30,2022-09-25 11:00,2022-09-28 09:57,기타,22CTYSSR29I,WAN,02,남외항 N-2박지,SAKAISENBOKU,HIBIKISHINKO,일반화물선,5.0,6.0,,N,N,,
830,인천,DSPR6,HI GLORY,2022,4,최종,외항,입항,"6,715",2022-09-25 12:30,2022-10-02 14:55,2022-09-25 13:00,2022-09-26 08:39,기타,22SEAI0088I,MBW,01,북항 아이엔티시부두 1선석,OCEAN DISTRICT,KIMBE,일반화물선,2.0,16.0,,Y,Y,,
831,인천,DSPR6,HI GLORY,2022,4,최종,외항,출항,"6,715",2022-09-25 12:30,2022-10-02 14:55,2022-10-02 13:00,2022-10-04 09:15,기타,22SEAI0088E,MBX,01,북항 동방부두 1선석,ZHANGJIAGANG,KIMBE,일반화물선,2.0,16.0,,Y,Y,,
832,인천,V3VH6,QUAN YUAN 5,2022,2,최종,외항,출항,"2,974",2022-09-25 14:30,2022-09-27 12:12,2022-09-27 10:00,2022-09-27 13:28,기타,22JOASD264E,MBH,02,북항 현대제철부두 2선석,DANDONG,SODEGAURA,일반화물선,,14.0,,Y,Y,,
833,인천,V3VH6,QUAN YUAN 5,2022,2,최종,외항,입항,"2,974",2022-09-25 14:30,2022-09-27 12:12,2022-09-25 16:00,2022-09-25 15:55,기타,22JOASA264I,MBH,02,북항 현대제철부두 2선석,DALIAN,SODEGAURA,일반화물선,,14.0,,Y,Y,,
834,인천,3FQW8,BR FAIRY,2022,19,최종,외항,입항,"2,509",2022-09-25 15:30,2022-09-26 17:00,2022-09-26 07:30,2022-09-25 23:03,기타,22L54KI221I,MBU,01,북항 대한통운부두 1선석,OCEAN DISTRICT,OSAKA,일반화물선,2.0,9.0,,Y,Y,,
835,인천,3FQW8,BR FAIRY,2022,19,최종,외항,출항,"2,509",2022-09-25 15:30,2022-09-26 17:00,2022-09-26 14:30,2022-09-27 07:05,기타,22L54KI222E,MBU,01,북항 대한통운부두 1선석,MIZUSHIMA,OSAKA,일반화물선,2.0,9.0,,Y,Y,,
836,인천,190007,JAEWON STELLA,2022,13,최종,내항,입항,"2,676",2022-09-25 17:20,2022-09-26 04:35,,2022-09-28 13:05,기타,,WAW,12,W박지 W12,제주,경인,일반화물선,5.0,5.0,,N,N,,
837,인천,190007,JAEWON STELLA,2022,13,최종,내항,출항,"2,676",2022-09-25 17:20,2022-09-26 04:35,,2022-09-28 13:06,기타,,MBN,01,남항 모래부두,제주,경인,일반화물선,5.0,5.0,,N,N,,
838,인천,181801,덕산훼리호,2022,220,최종,내항,출항,162,2022-09-25 17:30,2022-09-26 07:30,,2022-09-29 10:09,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,3.0,4.0,0.0,N,N,,
839,인천,181801,덕산훼리호,2022,220,최종,내항,입항,162,2022-09-25 17:30,2022-09-26 07:30,,2022-09-29 10:09,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,3.0,0.0,0.0,N,N,,
840,인천,9LU2330,SHUN YING 8,2022,1,최종,외항,입항,"4,997",2022-09-25 18:05,2022-09-27 13:00,2022-09-25 16:30,2022-09-25 23:04,기타,22JOASA263I,MBJ,01,북항 동국제강부두 1선석,DALIAN,NAKHODKA,일반화물선,,15.0,,Y,Y,,
841,인천,9LU2330,SHUN YING 8,2022,1,최종,외항,출항,"4,997",2022-09-25 18:05,2022-09-27 13:00,2022-09-26 11:00,2022-09-27 13:27,기타,22JOASD263E,MBJ,01,북항 동국제강부두 1선석,WEIFANG,NAKHODKA,일반화물선,,15.0,,Y,Y,,
842,부산,3E3483,AH UNION,2022,1,최종,외항,입항,"6,577",2022-09-25 18:40,2022-09-26 00:46,2022-09-25 18:40,2022-09-26 13:45,기타,22SSNT2213I,MB7,02,7부두 72선석,NAKHODKA,TAICANG,일반화물선,,19.0,,Y,Y,,
843,부산,3E3483,AH UNION,2022,1,최종,외항,출항,"6,577",2022-09-25 18:40,2022-09-26 00:46,2022-09-26 00:46,2022-09-26 13:48,기타,22SSNT2213E,MB7,02,7부두 72선석,NAKHODKA,TAICANG,일반화물선,,19.0,,Y,Y,,
844,부산,D7PC,DONGJIN GENIUS,2022,38,최종,외항,입항,"4,346",2022-09-25 19:30,2022-09-26 16:50,2022-09-25 19:30,2022-09-26 13:44,기타,22DJSCG266I,MB7,01,7부두 71선석,"NAGOYA, AICHI",KOBE,일반화물선,5.0,11.0,,N,N,,
845,부산,D7PC,DONGJIN GENIUS,2022,38,최종,외항,출항,"4,346",2022-09-25 19:30,2022-09-26 16:50,2022-09-26 16:50,2022-09-27 10:28,기타,22DJSCG267E,MB7,01,7부두 71선석,"NAGOYA, AICHI",KOBE,일반화물선,5.0,11.0,,N,N,,
846,부산,DSQP3,SKY GLORY,2022,26,최종,외항,출항,"5,534",2022-09-25 21:55,2022-09-26 17:10,2022-09-26 17:10,2022-09-27 09:15,기타,22CKCO0669E,MBR,01,감만부두 1선석,YOKOHAMA,OSAKA,일반화물선,4.0,11.0,,N,N,,
847,부산,DSQP3,SKY GLORY,2022,26,최종,외항,입항,"5,534",2022-09-25 21:55,2022-09-26 17:10,2022-09-25 21:55,2022-09-27 09:08,기타,22CKCO0765I,MBR,01,감만부두 1선석,YOKOHAMA,OSAKA,일반화물선,4.0,11.0,,N,N,,
848,부산,BVGT8,JING FENG 6,2022,2,최종,외항,입항,"5,355",2022-09-26 01:45,2022-09-26 08:48,2022-09-26 01:45,2022-10-07 15:26,기타,22LSSPM688I,WAN,03,남외항 N-3박지,NAKHODKA,QINGDAO,일반화물선,,14.0,,Y,Y,,
849,부산,BVGT8,JING FENG 6,2022,2,최종,외항,출항,"5,355",2022-09-26 01:45,2022-09-26 08:48,2022-09-26 08:48,2022-10-07 15:30,기타,22LSSPM689E,WAN,03,남외항 N-3박지,NAKHODKA,QINGDAO,일반화물선,,14.0,,Y,Y,,
850,인천,VRIH7,JOYFUL FORTUNE,2022,2,최종,외항,입항,"7,243",2022-09-26 02:10,2022-10-01 18:50,2022-09-26 07:00,2022-09-26 07:01,기타,22L37KA170I,MB3,02,내항 3부두 32선석,OCEAN DISTRICT,"BINTULU, SARAWAK",일반화물선,,18.0,,Y,Y,,
851,인천,VRIH7,JOYFUL FORTUNE,2022,2,최종,외항,출항,"7,243",2022-09-26 02:10,2022-10-01 18:50,2022-10-01 16:30,2022-10-04 09:10,기타,22MRIN2062E,MB2,02,내항 2부두 22선석,SIHANOUKVILLE,"BINTULU, SARAWAK",일반화물선,,19.0,,Y,Y,,
852,부산,3FMJ6,GOLDEN AUTUMN,2022,2,최종,외항,입항,"9,999",2022-09-26 02:55,2022-09-30 15:17,2022-09-26 02:55,2022-09-26 09:28,기타,22TWMCM921I,WAN,03,남외항 N-3박지,OCEAN DISTRICT,여수,일반화물선,,13.0,,N,N,,
853,부산,3FMJ6,GOLDEN AUTUMN,2022,2,최종,외항,출항,"9,999",2022-09-26 02:55,2022-09-30 15:17,2022-09-30 12:00,2022-10-04 09:37,기타,22TWMCM922E,WAN,03,남외항 N-3박지,OCEAN DISTRICT,여수,일반화물선,,13.0,,N,N,,
854,인천,HO6237,GRAND MUSE,2022,12,최종,외항,출항,"1,514",2022-09-26 03:05,2022-09-26 17:10,2022-09-26 14:30,2022-09-27 07:05,기타,22L54KI220E,MBU,01,북항 대한통운부두 1선석,SAKAISENBOKU,HIGASHIHARIMA,일반화물선,2.0,8.0,,Y,Y,,
855,인천,HO6237,GRAND MUSE,2022,12,최종,외항,입항,"1,514",2022-09-26 03:05,2022-09-26 17:10,2022-09-26 07:30,2022-09-26 07:02,기타,22L54KI219I,MBU,01,북항 대한통운부두 1선석,OCEAN DISTRICT,HIGASHIHARIMA,일반화물선,2.0,8.0,,Y,Y,,
856,인천,HP9537,LUCKY ALICE,2022,5,최종,외항,입항,"4,515",2022-09-26 03:20,2022-09-28 12:58,2022-09-26 07:00,2022-09-26 07:02,기타,22JOASA257I,MBX,02,북항 동방부두 2선석,WEIFANG,BAYUQUAN,일반화물선,,12.0,,Y,Y,,
857,인천,HP9537,LUCKY ALICE,2022,5,최종,외항,출항,"4,515",2022-09-26 03:20,2022-09-28 12:58,2022-09-28 11:00,2022-09-28 15:16,기타,22JOASD257E,MBX,02,북항 동방부두 2선석,WEIFANG,BAYUQUAN,일반화물선,,12.0,,Y,Y,,
858,부산,DSRB4,SJ HONOR,2022,11,최종,외항,출항,"1,545",2022-09-26 06:15,2022-09-26 18:35,2022-09-26 18:00,2022-09-27 13:11,기타,22KRMSK255E,MK7,02,감천 7부두 2선석,JAPAN /OTHER-PORT/,QINGDAO,일반화물선,2.0,9.0,,N,N,,
859,부산,DSRB4,SJ HONOR,2022,11,최종,외항,입항,"1,545",2022-09-26 06:15,2022-09-26 18:35,2022-09-26 07:00,2022-09-27 13:11,기타,22KRMSK255I,MK7,02,감천 7부두 2선석,JAPAN /OTHER-PORT/,QINGDAO,일반화물선,2.0,9.0,,N,N,,
860,부산,LAMG7,MERLIN ARROW,2022,3,최종,외항,입항,"36,008",2022-09-26 07:00,2022-09-29 00:06,2022-09-26 07:00,2022-09-29 14:34,기타,22GBPL1031I,MKC,02,감천 중앙부두 2선석,인천,TOYAMA,일반화물선,,24.0,,Y,Y,,
861,부산,LAMG7,MERLIN ARROW,2022,3,최종,외항,출항,"36,008",2022-09-26 07:00,2022-09-29 00:06,2022-09-29 00:06,2022-09-29 14:34,기타,22GBPL2031E,MKC,02,감천 중앙부두 2선석,인천,TOYAMA,일반화물선,,24.0,,Y,Y,,
862,부산,BUNV,SHENG TAI,2022,4,최종,외항,출항,"4,048",2022-09-26 07:42,2022-09-26 18:00,2022-09-26 17:30,2022-09-27 10:26,기타,22SEACD140E,MKC,05,감천 중앙부두 5선석,NANTONG,JINGTANG(TANGSHAN),일반화물선,,17.0,,Y,Y,,
863,부산,BUNV,SHENG TAI,2022,4,최종,외항,입항,"4,048",2022-09-26 07:42,2022-09-26 18:00,2022-09-26 07:42,2022-09-27 10:25,기타,22SEACA140I,MKC,04,감천 중앙부두 4선석,VLADIVOSTOK,JINGTANG(TANGSHAN),일반화물선,,17.0,,Y,Y,,
864,부산,CQEC3,UHL FAITH,2022,4,최종,외항,입항,"16,732",2022-09-26 11:30,2022-09-26 17:30,2022-09-26 11:30,2022-09-28 09:57,기타,22WIZYA074I,WAN,04,남외항 N-4박지,KITIMAT,ZHUHAI,일반화물선,,21.0,,N,N,,
865,부산,CQEC3,UHL FAITH,2022,4,최종,외항,출항,"16,732",2022-09-26 11:30,2022-09-26 17:30,2022-09-26 17:30,2022-09-28 09:58,기타,22WIZYD074E,WAN,04,남외항 N-4박지,KITIMAT,ZHUHAI,일반화물선,,21.0,,N,N,,
866,부산,DSQN6,OCEAN KARIS,2022,15,최종,외항,출항,"1,128",2022-09-26 12:43,2022-09-27 11:50,2022-09-27 13:00,2022-09-27 16:44,기타,22MPPRM040E,MSL,01,신항 다목적부두,OURA/ARIAKE,마산,일반화물선,3.0,7.0,,Y,Y,,
867,부산,DSQN6,OCEAN KARIS,2022,15,최종,외항,입항,"1,128",2022-09-26 12:43,2022-09-27 11:50,2022-09-26 13:00,2022-09-26 15:16,기타,22MPPRA044I,WAU,01,신항 U-1 정박지,OURA/ARIAKE,마산,일반화물선,3.0,7.0,,Y,Y,,
868,인천,V3VL4,TEMIT,2022,3,최종,외항,입항,"1,972",2022-09-26 13:05,2022-09-28 14:50,2022-09-26 13:00,2022-09-26 14:10,기타,22JOASA259I,MBJ,01,북항 동국제강부두 1선석,DALIAN,FUNABASHI,일반화물선,,12.0,,Y,Y,,
869,인천,V3VL4,TEMIT,2022,3,최종,외항,출항,"1,972",2022-09-26 13:05,2022-09-28 14:50,2022-09-28 13:00,2022-09-28 15:16,기타,22JOASD259E,MBJ,01,북항 동국제강부두 1선석,TIANJIN XINGANG PT,FUNABASHI,일반화물선,,12.0,,Y,Y,,
870,인천,DSQZ6,KS SUNRISE,2022,3,최종,외항,출항,"1,972",2022-09-26 13:50,2022-09-27 15:50,2022-09-27 14:30,2022-09-28 09:12,기타,22JOASD256E,MBH,02,북항 현대제철부두 2선석,당진,SODEGAURA,일반화물선,2.0,11.0,,Y,Y,,
871,인천,DSQZ6,KS SUNRISE,2022,3,최종,외항,입항,"1,972",2022-09-26 13:50,2022-09-27 15:50,2022-09-26 13:00,2022-09-26 15:07,기타,22JOASA256I,MBH,02,북항 현대제철부두 2선석,당진,SODEGAURA,일반화물선,2.0,11.0,,Y,Y,,
872,부산,V7UY6,HYUNDAI MASAN,2022,3,최종,외항,입항,"23,265",2022-09-26 13:54,2022-09-26 18:00,2022-09-26 13:54,2022-09-27 10:20,기타,22HDMUB001I,WAN,04,남외항 N-4박지,HIROSHIMA,SHANGHAI,일반화물선,3.0,19.0,,Y,Y,,
873,부산,V7UY6,HYUNDAI MASAN,2022,3,최종,외항,출항,"23,265",2022-09-26 13:54,2022-09-26 18:00,2022-09-26 18:00,2022-09-27 10:26,기타,22HDMUB001E,WAN,04,남외항 N-4박지,HIROSHIMA,SHANGHAI,일반화물선,3.0,23.0,1.0,Y,Y,,
874,부산,3FGM6,SEN TREASURE,2022,5,최종,외항,입항,"18,462",2022-09-26 14:00,2022-09-26 17:30,2022-09-26 09:00,2022-10-07 15:53,기타,22LSSPM696I,WAN,04,남외항 N-4박지,LANSHAN PT,POSYET,일반화물선,2.0,21.0,,N,N,,
875,부산,3FGM6,SEN TREASURE,2022,5,최종,외항,출항,"18,462",2022-09-26 14:00,2022-09-26 17:30,2022-09-26 17:30,2022-10-07 15:54,기타,22LSSPM697E,WAN,04,남외항 N-4박지,RIZHAO,POSYET,일반화물선,2.0,21.0,,N,N,,
876,부산,V3MQ9,HUA CHEN 26,2022,2,최종,외항,출항,"10,565",2022-09-26 14:25,2022-09-26 16:45,2022-09-26 16:45,2022-10-07 15:30,기타,22LSSPM691E,WAN,04,남외항 N-4박지,RIZHAO,NAKHODKA,일반화물선,,17.0,,N,N,,
877,부산,V3MQ9,HUA CHEN 26,2022,2,최종,외항,입항,"10,565",2022-09-26 14:25,2022-09-26 16:45,2022-09-26 14:25,2022-10-07 15:26,기타,22LSSPM690I,WAN,04,남외항 N-4박지,RIZHAO,NAKHODKA,일반화물선,,17.0,,N,N,,
878,인천,3FVQ7,FLOURISH OCEAN,2022,2,최종,외항,출항,"7,463",2022-09-26 16:30,2022-09-28 07:30,2022-09-28 05:30,2022-09-28 10:18,기타,22PLUSA348E,MB4,03,내항 4부두 43선석,군산,HONG KONG,일반화물선,,15.0,,Y,Y,,
879,인천,3FVQ7,FLOURISH OCEAN,2022,2,최종,외항,입항,"7,463",2022-09-26 16:30,2022-09-28 07:30,2022-09-26 16:30,2022-09-27 07:03,기타,22PLUSA347I,MB4,03,내항 4부두 43선석,군산,HONG KONG,일반화물선,,16.0,,Y,Y,,
880,부산,V3JK,BAO YANG,2022,3,최종,외항,입항,"2,983",2022-09-26 18:05,2022-09-26 19:48,2022-09-26 19:00,2022-10-07 15:27,기타,22LSSPM698I,WAN,03,남외항 N-3박지,동해,TIANJIN,일반화물선,,13.0,,N,N,,
881,부산,V3JK,BAO YANG,2022,3,최종,외항,출항,"2,983",2022-09-26 18:05,2022-09-26 19:48,2022-09-26 19:48,2022-10-07 15:30,기타,22LSSPM699E,WAN,03,남외항 N-3박지,동해,TIANJIN,일반화물선,,13.0,,N,N,,
882,인천,181801,덕산훼리호,2022,221,최종,내항,출항,162,2022-09-26 18:10,2022-09-27 02:00,,2022-09-29 10:10,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,3.0,0.0,0.0,N,N,,
883,인천,181801,덕산훼리호,2022,221,최종,내항,입항,162,2022-09-26 18:10,2022-09-27 02:00,,2022-09-29 10:10,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,3.0,4.0,0.0,N,N,,
884,부산,BLFH4,XIN FENG HAI 8,2022,3,최종,외항,입항,"5,920",2022-09-26 21:00,2022-09-28 18:01,2022-09-26 21:00,2022-10-06 11:36,기타,22LSSPM700I,MKC,04,감천 중앙부두 4선석,"NAGOYA, AICHI",BAYUQUAN,일반화물선,,19.0,,Y,Y,,
885,부산,BLFH4,XIN FENG HAI 8,2022,3,최종,외항,출항,"5,920",2022-09-26 21:00,2022-09-28 18:01,2022-09-28 18:01,2022-10-06 11:37,기타,22LSSPM701E,MKC,04,감천 중앙부두 4선석,동해,BAYUQUAN,일반화물선,,19.0,,Y,Y,,
886,부산,V3DI3,RUN LONG,2022,3,최종,외항,출항,"1,997",2022-09-26 22:20,2022-10-05 06:07,2022-10-04 16:00,2022-10-06 16:17,기타,22SPSWC095E,MK5,02,감천 5부두 2선석,MIZUSHIMA,NIIGATA,일반화물선,,13.0,,Y,Y,,
887,부산,V3DI3,RUN LONG,2022,3,최종,외항,입항,"1,997",2022-09-26 22:20,2022-10-05 06:07,2022-09-26 22:00,2022-09-28 16:38,기타,22SPSWC095I,WAN,02,남외항 N-2박지,OITA,NIIGATA,일반화물선,,13.0,,Y,Y,,
888,인천,9V7049,GLOBAL STAR,2022,16,최종,외항,입항,"4,109",2022-09-27 02:20,2022-09-28 11:05,2022-09-25 22:00,2022-09-27 08:35,기타,22GLSP0133I,MBW,02,북항 아이엔티시부두 2선석,OCEAN DISTRICT,LONGKOU PT,일반화물선,,16.0,,Y,Y,,
889,인천,9V7049,GLOBAL STAR,2022,16,최종,외항,출항,"4,109",2022-09-27 02:20,2022-09-28 11:05,2022-09-28 09:00,2022-09-28 13:06,기타,22GLSP0133E,MBW,02,북항 아이엔티시부두 2선석,OCEAN DISTRICT,LONGKOU PT,일반화물선,,16.0,,Y,Y,,
890,부산,9LU2596,JIN HONG DA 17,2022,4,최종,외항,입항,"2,983",2022-09-27 03:32,2022-09-30 20:05,2022-09-26 19:00,2022-10-04 10:31,기타,22DOOS1145I,WAN,03,남외항 N-3박지,A BAIUCA,진해,일반화물선,,14.0,,N,N,,
891,부산,9LU2596,JIN HONG DA 17,2022,4,최종,외항,출항,"2,983",2022-09-27 03:32,2022-09-30 20:05,2022-09-30 17:00,2022-10-04 10:55,기타,22DOOS1145E,MK7,01,감천 7부두 1선석,KEELUNG (CHILUNG),진해,일반화물선,,14.0,,Y,Y,,
892,부산,3EWG5,YING LI,2022,2,최종,외항,출항,"24,953",2022-09-27 06:10,2022-09-27 13:16,2022-09-27 13:16,2022-09-29 17:34,기타,22OKSCD096E,WAN,04,남외항 N-4박지,ZHAPU,VOSTOCHNYY PORT,일반화물선,,23.0,,N,N,,
893,부산,3EWG5,YING LI,2022,2,최종,외항,입항,"24,953",2022-09-27 06:10,2022-09-27 13:16,2022-09-27 06:10,2022-09-29 16:23,기타,22OKSCA096I,WAN,04,남외항 N-4박지,BINHAI,VOSTOCHNYY PORT,일반화물선,,23.0,,N,N,,
894,부산,9LU2452,PENG ZHOU,2022,6,최종,외항,입항,"2,989",2022-09-27 06:30,2022-09-27 16:47,2022-09-27 06:00,2022-09-28 09:40,기타,22DOOS1144I,MKC,05,감천 중앙부두 5선석,A BAIUCA,TIANJIN,일반화물선,,14.0,,Y,Y,,
895,부산,9LU2452,PENG ZHOU,2022,6,최종,외항,출항,"2,989",2022-09-27 06:30,2022-09-27 16:47,2022-09-28 12:00,2022-09-28 09:40,기타,22DOOS1144E,MKC,05,감천 중앙부두 5선석,LANSHAN PT,TIANJIN,일반화물선,,14.0,,Y,Y,,
896,부산,140072,성우와이제이,2022,100,최종,내항,출항,"3,560",2022-09-27 06:32,2022-09-27 18:57,,2022-09-28 09:12,기타,,MB7,05,우암부두 75선석,제주,제주,일반화물선,6.0,8.0,5.0,N,N,,
897,부산,140072,성우와이제이,2022,100,최종,내항,입항,"3,560",2022-09-27 06:32,2022-09-27 18:57,,2022-09-27 09:05,기타,,MB7,05,우암부두 75선석,제주,제주,일반화물선,6.0,8.0,13.0,N,N,,
898,부산,3FLT9,JING SHUN 139,2022,6,최종,외항,입항,"1,709",2022-09-27 07:41,2022-09-27 19:28,2022-09-27 07:41,2022-09-29 09:25,기타,22THLED103I,MB7,03,7부두 73선석,TAICHUNG,SHIDAO PT,일반화물선,,8.0,,Y,Y,,
899,부산,3FLT9,JING SHUN 139,2022,6,최종,외항,출항,"1,709",2022-09-27 07:41,2022-09-27 19:28,2022-09-27 19:00,2022-09-29 09:27,기타,22THLED103E,MB7,03,7부두 73선석,TAICHUNG,SHIDAO PT,일반화물선,,8.0,,Y,Y,,
900,인천,181801,덕산훼리호,2022,222,최종,내항,출항,162,2022-09-27 08:00,2022-09-28 05:45,,2022-09-29 10:10,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,3.0,2.0,0.0,N,N,,
901,인천,181801,덕산훼리호,2022,222,최종,내항,입항,162,2022-09-27 08:00,2022-09-28 05:45,,2022-09-29 10:10,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,3.0,0.0,0.0,N,N,,
902,부산,D7PH,PHOS,2022,11,최종,내항,출항,"1,686",2022-09-27 09:20,2022-09-27 11:10,2022-09-27 11:10,2022-09-27 14:23,기타,,WAN,02,남외항 N-2박지,제주,묵호,일반화물선,6.0,4.0,,N,N,,
903,부산,D7PH,PHOS,2022,11,최종,내항,입항,"1,686",2022-09-27 09:20,2022-09-27 11:10,2022-09-27 09:20,2022-09-27 13:06,기타,,WAN,02,남외항 N-2박지,제주,묵호,일반화물선,6.0,4.0,,N,N,,
904,부산,C6YT4,QUETZAL ARROW,2022,1,최종,외항,출항,"29,369",2022-09-27 10:25,2022-09-27 22:28,2022-09-27 22:28,2022-10-05 09:32,기타,22GBPL2034E,WAN,04,남외항 N-4박지,LOS ANGELES,QINGDAO,일반화물선,,25.0,,N,N,,
905,부산,C6YT4,QUETZAL ARROW,2022,1,최종,외항,입항,"29,369",2022-09-27 10:25,2022-09-27 22:28,2022-09-27 10:25,2022-10-05 08:47,기타,22GBPL1034I,WAN,04,남외항 N-4박지,LOS ANGELES,QINGDAO,일반화물선,,25.0,,N,N,,
906,부산,9LU2027,WISE SAILING,2022,3,최종,외항,입항,"1,469",2022-09-27 11:04,2022-09-30 12:20,2022-09-27 08:00,2022-09-30 16:38,기타,22DOOS1146I,MB7,02,7부두 72선석,인천,YAWATA/KITAKYUSHU,일반화물선,,8.0,,Y,Y,,
907,부산,9LU2027,WISE SAILING,2022,3,최종,외항,출항,"1,469",2022-09-27 11:04,2022-09-30 12:20,2022-09-30 11:00,2022-09-30 16:47,기타,22DOOS1146E,WAN,03,남외항 N-3박지,인천,YAWATA/KITAKYUSHU,일반화물선,,8.0,,N,N,,
908,부산,V3ZJ8,FU HAI 8,2022,1,최종,외항,입항,"2,797",2022-09-27 11:25,2022-09-27 13:25,2022-09-27 11:40,2022-10-05 10:55,기타,22SHSBM225I,WAN,03,남외항 N-3박지,동해,TIANJIN,일반화물선,,13.0,,N,N,,
909,부산,V3ZJ8,FU HAI 8,2022,1,최종,외항,출항,"2,797",2022-09-27 11:25,2022-09-27 13:25,2022-09-27 13:15,2022-10-05 11:00,기타,22SHSBM226E,WAN,03,남외항 N-3박지,동해,TIANJIN,일반화물선,,13.0,,N,N,,
910,인천,3EDY8,ZENITH GLORY,2022,16,최종,내항,출항,"2,223",2022-09-27 14:00,2022-09-27 22:00,2022-09-27 20:00,2022-09-28 10:17,기타,,MBB,02,북항 동원로엑스부두 2선석,광양,평택.당진,일반화물선,5.0,4.0,9.0,N,N,,
911,인천,3EDY8,ZENITH GLORY,2022,16,최종,내항,입항,"2,223",2022-09-27 14:00,2022-09-27 22:00,2022-09-27 14:00,2022-09-28 10:17,기타,,MBB,02,북항 동원로엑스부두 2선석,광양,평택.당진,일반화물선,5.0,4.0,9.0,N,N,,
912,인천,062928,웨스트 카페리,2022,108,최종,내항,입항,840,2022-09-27 14:50,2022-09-28 16:10,,2022-09-27 23:14,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,4.0,1.0,7.0,N,N,,
913,인천,062928,웨스트 카페리,2022,108,최종,내항,출항,840,2022-09-27 14:50,2022-09-28 16:10,,2022-09-28 17:58,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,4.0,1.0,11.0,N,N,,
914,인천,9LU2714,RICH SAILING,2022,3,최종,외항,출항,"1,495",2022-09-27 14:55,2022-09-28 17:00,2022-09-28 16:00,2022-09-28 23:00,기타,22JOASD268E,MB3,00,내항 3부두 30선석,당진,SHIKAMA,일반화물선,,8.0,,Y,Y,,
915,인천,9LU2714,RICH SAILING,2022,3,최종,외항,입항,"1,495",2022-09-27 14:55,2022-09-28 17:00,2022-09-27 15:30,2022-09-27 15:41,기타,22JOASA268I,MB3,00,내항 3부두 30선석,DALIAN,SHIKAMA,일반화물선,,8.0,,Y,Y,,
916,인천,3E2633,BAO JIA 77,2022,1,최종,외항,출항,"4,025",2022-09-27 15:00,2022-09-28 15:15,2022-09-28 15:00,2022-09-28 16:23,기타,22JOASD262E,MBH,02,북항 현대제철부두 2선석,WEIFANG,KUSHIRO,일반화물선,,14.0,,Y,Y,,
917,인천,3E2633,BAO JIA 77,2022,1,최종,외항,입항,"4,025",2022-09-27 15:00,2022-09-28 15:15,2022-09-27 15:00,2022-09-27 23:12,기타,22JOASA262I,MBH,02,북항 현대제철부두 2선석,DALIAN,KUSHIRO,일반화물선,,14.0,,Y,Y,,
918,부산,JVSX7,KYOWA,2022,6,최종,외항,출항,234,2022-09-27 15:17,2022-10-18 16:50,2022-10-18 17:00,2022-10-19 09:00,기타,22KSTAK006E,MYQ,01,기타 북항사설조선소,OCEAN DISTRICT,SHIPU,일반화물선,,13.0,,Y,Y,,
919,부산,JVSX7,KYOWA,2022,6,최종,외항,입항,234,2022-09-27 15:17,2022-10-18 16:50,2022-09-27 15:00,2022-09-28 09:22,기타,22KSTAK006I,MYQ,01,기타 북항사설조선소,OCEAN DISTRICT,SHIPU,일반화물선,,13.0,,Y,Y,,
920,부산,TJMC93,HENGHAO,2022,6,최종,외항,출항,"1,924",2022-09-27 15:20,2022-10-05 23:52,2022-10-06 00:00,2022-10-13 10:23,기타,22THLED106E,MB7,02,7부두 72선석,TAICHUNG,TAICHUNG,일반화물선,,9.0,,Y,Y,,
921,부산,TJMC93,HENGHAO,2022,6,최종,외항,입항,"1,924",2022-09-27 15:20,2022-10-05 23:52,2022-09-27 13:00,2022-10-11 16:09,기타,22THLED106I,WAN,04,남외항 N-4박지,OCEAN DISTRICT,TAICHUNG,일반화물선,,19.0,,N,N,,
