,항명,호출부호,선명,입항횟수,입항횟수.1,구분,외내,입출,총톤수,입항일시,출항일시,CIQ수속일자,수리일시,항해구분,MRN 번호,계선장소,계선장소.1,계선장소.2,차항지,전출항지,선박용도,"외항:한국인선원수
내항:해기사선원수","외항:외국인선원수
내항:보통선원수",승객,예선,도선,부선호출부호1,부선호출부호2
6513,부산,3E2506,HENG HUI,2023,3,최종,외항,입항,"5,779",2023-02-23 17:45,2023-02-23 20:50,2023-02-23 17:45,2023-02-24 09:20,기타,23SSNT2304I,MB7,02,7부두 72선석,VLADIVOSTOK,TAICANG,일반화물선,,18.0,,Y,Y,,
6514,부산,3E2506,HENG HUI,2023,3,최종,외항,출항,"5,779",2023-02-23 17:45,2023-02-23 20:50,2023-02-23 20:50,2023-02-24 09:22,기타,23SSNT2304E,MB7,02,7부두 72선석,VLADIVOSTOK,TAICANG,일반화물선,,18.0,,Y,Y,,
6515,인천,150081,대호 인천,2023,1,최종,내항,출항,"1,705",2023-02-23 18:10,2023-02-24 19:05,,2023-02-27 15:30,기타,,MQY,01,영흥도 영흥화력석회석부두(1),당진,대산,일반화물선,5.0,4.0,,N,N,,
6516,인천,150081,대호 인천,2023,1,최종,내항,입항,"1,705",2023-02-23 18:10,2023-02-24 19:05,,2023-02-27 15:29,기타,,MQY,01,영흥도 영흥화력석회석부두(1),당진,대산,일반화물선,5.0,4.0,,N,N,,
6517,인천,V3CH,TONG DA,2023,2,최종,외항,출항,"1,970",2023-02-23 18:15,2023-02-24 12:00,2023-02-24 10:00,2023-02-24 13:22,기타,23SEAI0017E,MBB,03,북항 동원로엑스부두 3선석,당진,KOBE,일반화물선,,9.0,,Y,Y,,
6518,인천,V3CH,TONG DA,2023,2,최종,외항,입항,"1,970",2023-02-23 18:15,2023-02-24 12:00,2023-02-23 19:00,2023-02-24 09:15,기타,23SEAI0017I,MBB,03,북항 동원로엑스부두 3선석,OCEAN DISTRICT,KOBE,일반화물선,,9.0,,Y,Y,,
6519,인천,V3LH2,MING YUAN,2023,1,최종,외항,출항,"1,496",2023-02-23 19:00,2023-02-25 15:55,2023-02-24 13:00,2023-02-27 10:39,기타,23UTSHI011E,WWB,01,제1입항대기정박지(북장자서),LIANYUNGANG,UBE,일반화물선,,8.0,,Y,Y,,
6520,인천,V3LH2,MING YUAN,2023,1,최종,외항,입항,"1,496",2023-02-23 19:00,2023-02-25 15:55,2023-02-23 19:00,2023-02-24 09:19,기타,23UTSHI011I,MB2,03,내항 2부두 23선석,LIANYUNGANG,UBE,일반화물선,,8.0,,Y,Y,,
6521,부산,3EYJ3,CHRISTINA OCEAN,2023,1,최종,외항,출항,"28,073",2023-02-24 01:15,2023-02-24 03:36,2023-02-24 03:36,2023-03-02 11:26,기타,23LSSPM155E,WAN,04,남외항 N-4박지,KAOHSIUNG,NAKHODKA,일반화물선,,22.0,,N,N,,
6522,부산,3EYJ3,CHRISTINA OCEAN,2023,1,최종,외항,입항,"28,073",2023-02-24 01:15,2023-02-24 03:36,2023-02-24 01:15,2023-03-02 11:25,기타,23LSSPM154I,WAN,04,남외항 N-4박지,KAOHSIUNG,NAKHODKA,일반화물선,,22.0,,N,N,,
6523,부산,3E3553,HONG JIA 17,2023,3,최종,외항,출항,"4,503",2023-02-24 04:55,2023-02-24 08:20,2023-02-24 08:20,2023-03-02 11:23,기타,23LSSPM141E,WAN,03,남외항 N-3박지,LIANYUNGANG,VLADIVOSTOK,일반화물선,,15.0,,N,N,,
6524,부산,3E3553,HONG JIA 17,2023,3,최종,외항,입항,"4,503",2023-02-24 04:55,2023-02-24 08:20,2023-02-24 04:55,2023-03-02 11:23,기타,23LSSPM140I,WAN,03,남외항 N-3박지,LIANYUNGANG,VLADIVOSTOK,일반화물선,,15.0,,N,N,,
6525,인천,102740,미래9호,2023,16,최종,내항,입항,"4,657",2023-02-24 05:00,2023-02-24 16:40,,2023-03-03 08:37,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,6.0,1.0,10.0,Y,Y,,
6526,인천,102740,미래9호,2023,16,최종,내항,출항,"4,657",2023-02-24 05:00,2023-02-24 16:40,,2023-03-03 08:37,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,6.0,1.0,7.0,Y,Y,,
6527,부산,140072,성우와이제이,2023,22,최종,내항,출항,"3,560",2023-02-24 06:35,2023-02-24 18:50,,2023-02-27 09:39,기타,,MB7,05,우암부두 75선석,제주,제주,일반화물선,6.0,8.0,8.0,N,N,,
6528,부산,140072,성우와이제이,2023,22,최종,내항,입항,"3,560",2023-02-24 06:35,2023-02-24 18:50,,2023-02-24 09:41,기타,,MB7,05,우암부두 75선석,제주,제주,일반화물선,6.0,8.0,11.0,N,N,,
6529,인천,9V6537,GLORY STAR,2023,5,최종,외항,출항,"4,562",2023-02-24 06:55,2023-02-25 03:30,2023-02-25 01:30,2023-02-25 07:53,기타,23GLSP0044E,MB2,04,내항 2부두 24선석,LONGKOU PT,LONGKOU PT,일반화물선,,16.0,,Y,Y,,
6530,인천,9V6537,GLORY STAR,2023,5,최종,외항,입항,"4,562",2023-02-24 06:55,2023-02-25 03:30,2023-02-24 06:00,2023-02-24 13:21,기타,23GLSP0044I,MB2,04,내항 2부두 24선석,OCEAN DISTRICT,LONGKOU PT,일반화물선,,16.0,,Y,Y,,
6531,부산,3EZP2,DAEJOO ARIRANG 2,2023,2,최종,내항,입항,"20,212",2023-02-24 08:00,2023-02-24 12:03,2023-02-24 08:00,2023-02-27 09:37,외국적 내항선,,WAN,04,남외항 N-4박지,당진,동해,일반화물선,8.0,10.0,,N,N,,
6532,부산,3EZP2,DAEJOO ARIRANG 2,2023,2,최종,내항,출항,"20,212",2023-02-24 08:00,2023-02-24 12:03,2023-02-24 12:03,2023-02-27 09:41,외국적 내항선,,WAN,04,남외항 N-4박지,당진,동해,일반화물선,8.0,10.0,,N,N,,
6533,부산,HO2447,SEIYO GROWTH,2023,2,최종,외항,입항,"2,919",2023-02-24 08:10,2023-02-24 10:40,2023-02-24 08:10,2023-02-24 13:07,기타,23SEACA018I,WAN,03,남외항 N-3박지,DAMAIYU,NAOETSU,일반화물선,,13.0,,N,N,,
6534,부산,HO2447,SEIYO GROWTH,2023,2,최종,외항,출항,"2,919",2023-02-24 08:10,2023-02-24 10:40,2023-02-24 10:30,2023-02-24 13:07,기타,23SEACD018E,WAN,03,남외항 N-3박지,DAMAIYU,NAOETSU,일반화물선,,13.0,,N,N,,
6535,인천,V3EE3,XIN HAI HE,2023,1,최종,외항,출항,"5,188",2023-02-24 08:20,2023-02-27 16:30,2023-02-27 14:30,2023-02-27 17:24,기타,23ONESN051E,MB2,02,내항 2부두 22선석,JINGTANG PT,ZHANGJIAGANG,일반화물선,,14.0,,Y,Y,,
6536,인천,V3EE3,XIN HAI HE,2023,1,최종,외항,입항,"5,188",2023-02-24 08:20,2023-02-27 16:30,2023-02-24 08:30,2023-02-24 10:46,기타,23ONESN051I,MB2,02,내항 2부두 22선석,OCEAN DISTRICT,ZHANGJIAGANG,일반화물선,,14.0,,Y,Y,,
6537,인천,181801,덕산훼리호,2023,32,최종,내항,입항,162,2023-02-24 15:28,2023-02-24 15:50,,2023-02-24 17:17,개인항해,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,3.0,10.0,0.0,N,N,,
6538,인천,181801,덕산훼리호,2023,32,최종,내항,출항,162,2023-02-24 15:28,2023-02-24 15:50,,2023-02-24 17:17,개인항해,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,3.0,0.0,0.0,N,N,,
6539,인천,5VFU5,DONG YUAN 17,2023,2,최종,외항,출항,"2,985",2023-02-24 16:40,2023-02-25 15:50,2023-02-25 14:00,2023-02-25 16:04,기타,23JOASD081E,MBH,02,북항 현대제철부두 2선석,BAYUQUAN,KAWASAKI,일반화물선,,15.0,,Y,Y,,
6540,인천,5VFU5,DONG YUAN 17,2023,2,최종,외항,입항,"2,985",2023-02-24 16:40,2023-02-25 15:50,2023-02-24 17:00,2023-02-25 07:51,기타,23JOASA081I,MBH,02,북항 현대제철부두 2선석,DALIAN,KAWASAKI,일반화물선,,15.0,,Y,Y,,
6541,인천,D7VP,TY PONY,2023,1,최종,외항,출항,"2,252",2023-02-24 17:15,2023-02-25 07:55,2023-02-25 06:00,2023-02-27 10:40,기타,23TYSPE010E,MB3,01,내항 3부두 31선석,OCEAN DISTRICT,OSAKA,일반화물선,6.0,6.0,,Y,Y,,
6542,인천,D7VP,TY PONY,2023,1,최종,외항,입항,"2,252",2023-02-24 17:15,2023-02-25 07:55,2023-02-24 17:30,2023-02-25 07:48,기타,23TYSPW010I,MB3,01,내항 3부두 31선석,OCEAN DISTRICT,OSAKA,일반화물선,6.0,6.0,,Y,Y,,
6543,인천,944402,골드페리3호,2023,19,최종,내항,입항,272,2023-02-24 18:10,2023-02-28 06:05,,2023-03-03 13:11,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,5.0,0.0,0.0,N,N,,
6544,인천,944402,골드페리3호,2023,19,최종,내항,출항,272,2023-02-24 18:10,2023-02-28 06:05,,2023-03-03 13:12,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,5.0,0.0,0.0,N,N,,
6545,부산,V7A5506,HAO QIANG 57,2023,2,최종,외항,입항,"15,832",2023-02-24 19:30,2023-02-25 05:29,2023-02-24 20:00,2023-03-07 13:36,기타,23KRMSK072I,WAN,04,남외항 N-4박지,SURABAYA,VOSTOCHNYY PORT,일반화물선,,18.0,,N,N,,
6546,부산,V7A5506,HAO QIANG 57,2023,2,최종,외항,출항,"15,832",2023-02-24 19:30,2023-02-25 05:29,2023-02-25 05:00,2023-03-07 13:36,기타,23KRMSK072E,WAN,04,남외항 N-4박지,SURABAYA,VOSTOCHNYY PORT,일반화물선,,18.0,,N,N,,
6547,인천,181801,덕산훼리호,2023,33,최종,내항,출항,162,2023-02-24 20:40,2023-02-26 07:10,,2023-02-26 07:55,개인항해,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,3.0,6.0,0.0,N,N,,
6548,인천,181801,덕산훼리호,2023,33,최종,내항,입항,162,2023-02-24 20:40,2023-02-26 07:10,,2023-02-25 20:03,개인항해,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,3.0,5.0,0.0,N,N,,
6549,인천,176701,옹진페리호,2023,3,최종,내항,입항,156,2023-02-24 23:50,2023-02-28 10:00,,2023-03-03 16:07,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,2.0,0.0,0.0,N,N,,
6550,인천,176701,옹진페리호,2023,3,최종,내항,출항,156,2023-02-24 23:50,2023-02-28 10:00,,2023-03-03 16:07,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,2.0,0.0,0.0,N,N,,
6551,부산,HP5024,TRUST JR,2023,5,최종,외항,출항,"1,559",2023-02-25 00:00,2023-02-27 08:00,2023-02-27 08:00,2023-02-27 10:07,기타,23MPPRD021E,MK6,03,감천 6부두 3선석,UBE,여수,일반화물선,3.0,7.0,,Y,Y,,
6552,부산,HP5024,TRUST JR,2023,5,최종,외항,입항,"1,559",2023-02-25 00:00,2023-02-27 08:00,2023-02-25 00:00,2023-02-27 10:07,기타,23MPPRA012I,MK6,03,감천 6부두 3선석,YAWATA/KITAKYUSHU,여수,일반화물선,3.0,7.0,,Y,Y,,
6553,인천,885116,강남호,2023,10,최종,내항,출항,113,2023-02-25 03:00,2023-02-26 11:00,,2023-02-27 13:44,개인항해,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,2.0,0.0,2.0,N,N,,
6554,인천,885116,강남호,2023,10,최종,내항,입항,113,2023-02-25 03:00,2023-02-26 11:00,,2023-02-25 13:54,개인항해,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,2.0,0.0,7.0,N,N,,
6555,인천,171825,백령 153호,2023,11,최종,내항,출항,368,2023-02-25 03:10,2023-02-27 15:10,,2023-02-27 15:38,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,4.0,0.0,0.0,N,N,,
6556,인천,171825,백령 153호,2023,11,최종,내항,입항,368,2023-02-25 03:10,2023-02-27 15:10,,2023-02-26 16:40,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,4.0,0.0,0.0,N,N,,
6557,부산,160068,제27금진,2023,3,최종,내항,입항,"1,855",2023-02-25 04:15,2023-02-25 17:40,,2023-02-27 15:18,기타,,MBU,02,연합부두 연2선석,포항,당진,일반화물선,6.0,3.0,,N,N,,
6558,부산,160068,제27금진,2023,3,최종,내항,출항,"1,855",2023-02-25 04:15,2023-02-25 17:40,,2023-02-27 15:18,기타,,MBU,02,연합부두 연2선석,포항,당진,일반화물선,6.0,3.0,,N,N,,
6559,부산,VRHR3,CHIPOLBROK GALAXY,2023,1,최종,외항,출항,"24,142",2023-02-25 05:20,2023-02-26 12:40,2023-02-25 12:00,2023-02-27 11:18,기타,23UNIHD020E,WAN,04,남외항 N-4박지,ENSENADA,NANTONG,일반화물선,,24.0,,N,N,,
6560,부산,VRHR3,CHIPOLBROK GALAXY,2023,1,최종,외항,입항,"24,142",2023-02-25 05:20,2023-02-26 12:40,2023-02-25 06:00,2023-02-27 11:18,기타,23UNIHA020I,WAN,05,남외항 N-5박지,ENSENADA,NANTONG,일반화물선,,24.0,,N,N,,
6561,부산,3EMA4,DAIWAN FORTUNE,2023,1,최종,외항,출항,"22,314",2023-02-25 05:54,2023-02-26 13:06,2023-02-26 13:06,2023-02-27 13:37,기타,23POSLB065E,WAN,04,남외항 N-4박지,PORTLAND,ZHOUSHAN,일반화물선,,20.0,,N,N,,
6562,부산,3EMA4,DAIWAN FORTUNE,2023,1,최종,외항,입항,"22,314",2023-02-25 05:54,2023-02-26 13:06,2023-02-25 05:54,2023-02-27 13:37,기타,23POSLB064I,WAN,04,남외항 N-4박지,PORTLAND,ZHOUSHAN,일반화물선,,20.0,,N,N,,
6563,인천,3E2742,HUA DE 219,2023,1,최종,외항,출항,"4,996",2023-02-25 06:20,2023-02-27 19:25,2023-02-27 17:00,2023-02-27 23:29,기타,23DKSPF124E,MB4,03,내항 4부두 43선석,LIANYUNGANG,TIANJIN XINGANG PT,일반화물선,,14.0,,Y,Y,,
6564,인천,3E2742,HUA DE 219,2023,1,최종,외항,입항,"4,996",2023-02-25 06:20,2023-02-27 19:25,2023-02-25 07:30,2023-02-25 10:38,기타,23DKSPF123I,MB4,03,내항 4부두 43선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,일반화물선,,14.0,,Y,Y,,
6565,부산,170023,세주신광,2023,22,최종,내항,출항,"5,310",2023-02-25 06:30,2023-02-25 18:05,,2023-02-27 09:53,기타,,MB7,05,우암부두 75선석,제주,제주,일반화물선,7.0,7.0,6.0,N,N,,
6566,부산,170023,세주신광,2023,22,최종,내항,입항,"5,310",2023-02-25 06:30,2023-02-25 18:05,,2023-02-27 09:37,기타,,MB7,05,우암부두 75선석,제주,제주,일반화물선,7.0,7.0,11.0,N,N,,
6567,부산,3E3364,ASIAN HARMONY,2023,2,최종,외항,출항,"4,353",2023-02-25 10:25,2023-02-25 17:57,2023-02-25 17:57,2023-02-27 13:59,기타,23SMTA0204E,MK6,02,감천 6부두 2선석,마산,MURORAN,일반화물선,,15.0,,Y,Y,,
6568,부산,3E3364,ASIAN HARMONY,2023,2,최종,외항,입항,"4,353",2023-02-25 10:25,2023-02-25 17:57,2023-02-25 10:25,2023-02-27 13:58,기타,23SMTA0203I,MK6,02,감천 6부두 2선석,마산,MURORAN,일반화물선,,15.0,,Y,Y,,
6569,인천,062928,웨스트 카페리,2023,20,최종,내항,출항,840,2023-02-25 10:30,2023-02-27 11:50,,2023-02-27 13:49,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,4.0,1.0,7.0,N,N,,
6570,인천,062928,웨스트 카페리,2023,20,최종,내항,입항,840,2023-02-25 10:30,2023-02-27 11:50,,2023-02-25 10:39,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,4.0,1.0,2.0,N,N,,
6571,부산,DSQN6,OCEAN KARIS,2023,5,최종,외항,출항,"1,128",2023-02-25 12:00,2023-02-25 15:30,2023-02-25 15:30,2023-02-27 10:07,기타,23MPPRD019E,MKC,05,감천 중앙부두 5선석,YAWATA/KITAKYUSHU,OSAKA,일반화물선,3.0,7.0,,N,N,,
6572,부산,DSQN6,OCEAN KARIS,2023,5,최종,외항,입항,"1,128",2023-02-25 12:00,2023-02-25 15:30,2023-02-25 12:00,2023-02-27 10:06,기타,23MPPRM012I,MKC,05,감천 중앙부두 5선석,YAWATA/KITAKYUSHU,OSAKA,일반화물선,3.0,7.0,,N,N,,
6573,부산,3ERI7,CRYSTAL SEA,2023,1,최종,외항,출항,"5,762",2023-02-25 13:00,2023-02-25 15:30,2023-02-25 15:30,2023-02-27 17:49,기타,23SCHC0214E,WAN,03,남외항 N-3박지,NAKAGUSUKU,TOYAMA,일반화물선,,17.0,,N,N,,
6574,부산,3ERI7,CRYSTAL SEA,2023,1,최종,외항,입항,"5,762",2023-02-25 13:00,2023-02-25 15:30,2023-02-25 13:00,2023-02-27 17:49,기타,23SCHC0213I,WAN,03,남외항 N-3박지,NAKAGUSUKU,TOYAMA,일반화물선,,17.0,,N,N,,
6575,부산,DSQZ8,HAEDUCK OKPO,2023,6,최종,외항,입항,"1,125",2023-02-25 13:45,2023-02-25 17:00,2023-02-25 13:45,2023-02-27 09:05,기타,23SMSJAH06I,MBE,Q1,감만부두 동측안벽 1 선석,포항,UBE,일반화물선,2.0,8.0,,N,N,,
6576,부산,DSQZ8,HAEDUCK OKPO,2023,6,최종,외항,출항,"1,125",2023-02-25 13:45,2023-02-25 17:00,2023-02-25 17:00,2023-03-06 10:30,기타,23SMSJDH06E,MBE,Q1,감만부두 동측안벽 1 선석,포항,UBE,일반화물선,2.0,8.0,,Y,Y,,
6577,인천,V3EI3,PROSPERITY OCEAN,2023,1,최종,외항,출항,"1,996",2023-02-25 14:45,2023-02-26 14:00,2023-02-26 12:00,2023-02-27 07:27,기타,23JOASD076E,MBH,02,북항 현대제철부두 2선석,부산,여수,일반화물선,,9.0,,Y,Y,,
6578,인천,V3EI3,PROSPERITY OCEAN,2023,1,최종,외항,입항,"1,996",2023-02-25 14:45,2023-02-26 14:00,2023-02-25 14:30,2023-02-27 07:22,기타,23JOASA076I,MBH,02,북항 현대제철부두 2선석,DALIAN,여수,일반화물선,,9.0,,Y,Y,,
6579,인천,D7EN,DK IWAY,2023,1,최종,외항,출항,"2,017",2023-02-25 19:05,2023-02-26 15:50,2023-02-26 13:00,2023-02-28 09:20,기타,23MRIN2005E,MBJ,01,북항 동국제강부두 1선석,부산,SAKAISENBOKU,일반화물선,2.0,12.0,,Y,Y,,
6580,인천,D7EN,DK IWAY,2023,1,최종,외항,입항,"2,017",2023-02-25 19:05,2023-02-26 15:50,2023-02-25 19:00,2023-02-28 09:20,기타,23MRIN1005I,MBJ,01,북항 동국제강부두 1선석,OCEAN DISTRICT,SAKAISENBOKU,일반화물선,2.0,12.0,,Y,Y,,
6581,인천,160054,모닝 누리,2023,3,최종,내항,출항,"5,222",2023-02-25 20:18,2023-02-26 18:48,,2023-02-28 10:00,기타,,MDR,01,남항 한라시멘트돌핀,옥계항,옥계항,일반화물선,7.0,8.0,0.0,Y,N,,
6582,인천,160054,모닝 누리,2023,3,최종,내항,입항,"5,222",2023-02-25 20:18,2023-02-26 18:48,,2023-02-26 16:43,기타,,MDR,01,남항 한라시멘트돌핀,옥계항,옥계항,일반화물선,7.0,8.0,0.0,Y,N,,
6583,부산,DSRD5,오성7호,2023,2,최종,내항,입항,"1,590",2023-02-25 22:10,2023-02-26 01:13,,2023-02-27 09:35,기타,,WAN,02,남외항 N-2박지,서귀포,삼척,일반화물선,5.0,6.0,0.0,N,N,,
6584,부산,DSRD5,오성7호,2023,2,최종,내항,출항,"1,590",2023-02-25 22:10,2023-02-26 01:13,,2023-02-27 09:51,기타,,WAN,02,남외항 N-2박지,서귀포,삼척,일반화물선,5.0,6.0,0.0,N,N,,
6585,부산,3E4021,DONG HUA 17,2023,1,최종,외항,출항,"2,967",2023-02-26 00:15,2023-02-26 14:27,2023-02-26 14:27,2023-03-24 13:35,기타,23LSSPM159E,WAN,03,남외항 N-3박지,JINGTANG PT,동해,일반화물선,,14.0,,N,N,,
6586,부산,3E4021,DONG HUA 17,2023,1,최종,외항,입항,"2,967",2023-02-26 00:15,2023-02-26 14:27,2023-02-26 00:15,2023-03-24 13:35,기타,23LSSPM158I,WAN,03,남외항 N-3박지,JINGTANG PT,동해,일반화물선,,14.0,,N,N,,
6587,부산,3E2814,SKOON A,2023,2,최종,외항,출항,"2,972",2023-02-26 02:58,2023-02-26 09:54,2023-02-26 09:00,2023-03-02 11:22,기타,23DOOS1029E,WAN,03,남외항 N-3박지,RIZHAO,묵호,일반화물선,,14.0,,N,N,,
6588,부산,3E2814,SKOON A,2023,2,최종,외항,입항,"2,972",2023-02-26 02:58,2023-02-26 09:54,2023-02-26 03:00,2023-03-02 11:22,기타,23DOOS1029I,WAN,03,남외항 N-3박지,RIZHAO,묵호,일반화물선,,14.0,,N,N,,
6589,부산,V3IM,GAO XIN 6,2023,1,최종,외항,출항,"4,519",2023-02-26 04:25,2023-02-26 09:52,2023-02-26 09:30,2023-02-27 11:12,기타,23SEACD020E,WAN,03,남외항 N-3박지,NAKHODKA,HIBIKISHINKO,일반화물선,,14.0,,N,N,,
6590,부산,V3IM,GAO XIN 6,2023,1,최종,외항,입항,"4,519",2023-02-26 04:25,2023-02-26 09:52,2023-02-26 04:25,2023-02-27 10:57,기타,23SEACA020I,WAN,03,남외항 N-3박지,NAKHODKA,HIBIKISHINKO,일반화물선,,14.0,,N,N,,
6591,부산,3E2703,EN TAI,2023,1,최종,외항,입항,"9,283",2023-02-26 05:40,2023-02-28 19:44,2023-02-26 05:40,2023-03-02 11:19,기타,23SEACA019I,MKC,03,감천 중앙부두 3선석,NAKHODKA,JINGTANG(TANGSHAN),일반화물선,,15.0,,Y,Y,,
6592,부산,3E2703,EN TAI,2023,1,최종,외항,출항,"9,283",2023-02-26 05:40,2023-02-28 19:44,2023-02-28 19:00,2023-03-02 11:19,기타,23SEACD019E,MKC,03,감천 중앙부두 3선석,OCEAN DISTRICT,JINGTANG(TANGSHAN),일반화물선,,15.0,,Y,Y,,
6593,인천,102740,미래9호,2023,17,최종,내항,출항,"4,657",2023-02-26 05:50,2023-02-27 18:10,,2023-03-03 08:37,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,6.0,1.0,10.0,Y,Y,,
6594,인천,102740,미래9호,2023,17,최종,내항,입항,"4,657",2023-02-26 05:50,2023-02-27 18:10,,2023-03-03 08:37,기타,,MBN,01,남항 모래부두,기타항,기타항,일반화물선,6.0,1.0,13.0,Y,Y,,
6595,인천,D7ZW,ZENITH WIN,2023,1,최종,외항,출항,"2,223",2023-02-26 05:50,2023-02-26 15:20,2023-02-26 13:30,2023-02-27 11:14,기타,23UTSHI010E,MB3,00,내항 3부두 30선석,광양,KAKOGAWA,일반화물선,6.0,6.0,,Y,Y,,
6596,인천,D7ZW,ZENITH WIN,2023,1,최종,외항,입항,"2,223",2023-02-26 05:50,2023-02-26 15:20,2023-02-26 05:50,2023-02-26 16:36,기타,23UTSHI010I,MB3,00,내항 3부두 30선석,광양,KAKOGAWA,일반화물선,6.0,6.0,,Y,Y,,
6597,부산,150070,6진명호,2023,4,최종,내항,출항,"1,636",2023-02-26 06:30,2023-02-26 11:55,,2023-02-27 09:51,기타,,WAN,02,남외항 N-2박지,제주,삼척,일반화물선,5.0,4.0,0.0,N,N,,
6598,부산,150070,6진명호,2023,4,최종,내항,입항,"1,636",2023-02-26 06:30,2023-02-26 11:55,,2023-02-27 09:37,기타,,WAN,02,남외항 N-2박지,제주,삼척,일반화물선,5.0,4.0,0.0,N,N,,
6599,부산,D5WV6,CIELO DITALIA,2023,1,최종,외항,출항,"63,087",2023-02-26 07:00,2023-02-26 15:54,2023-02-26 15:54,2023-02-28 13:18,기타,23TJSS0003E,WAN,05,남외항 N-5박지,VANCOUVER,JINGTANG PT,일반화물선,,20.0,,N,N,,
6600,부산,D5WV6,CIELO DITALIA,2023,1,최종,외항,입항,"63,087",2023-02-26 07:00,2023-02-26 15:54,2023-02-26 07:00,2023-02-28 13:18,기타,23TJSS0003I,WAN,05,남외항 N-5박지,VANCOUVER,JINGTANG PT,일반화물선,,20.0,,N,N,,
6601,부산,DSQD7,JANGHO WIN,2023,7,최종,외항,입항,796,2023-02-26 07:00,2023-02-26 16:00,2023-02-26 07:00,2023-02-27 08:58,기타,23MPPRM013I,MB7,01,7부두 71선석,MIZUSHIMA,HIKARI,일반화물선,4.0,6.0,,N,N,,
6602,부산,DSQD7,JANGHO WIN,2023,7,최종,외항,출항,796,2023-02-26 07:00,2023-02-26 16:00,2023-02-26 16:00,2023-02-27 09:11,기타,23MPPRD020E,MB7,01,7부두 71선석,MIZUSHIMA,HIKARI,일반화물선,4.0,6.0,,N,N,,
6603,부산,3FBA5,WAKABA,2023,9,최종,외항,출항,"4,713",2023-02-26 07:50,2023-02-26 16:00,2023-02-26 17:00,2023-02-27 10:31,기타,23SPSWD027E,MBU,02,연합부두 연2선석,CHIBA,"NAGOYA, AICHI",일반화물선,2.0,14.0,,N,N,,
6604,부산,3FBA5,WAKABA,2023,9,최종,외항,입항,"4,713",2023-02-26 07:50,2023-02-26 16:00,2023-02-26 07:50,2023-02-27 10:30,기타,23SPSWD027I,MBU,02,연합부두 연2선석,CHIBA,"NAGOYA, AICHI",일반화물선,2.0,14.0,,N,N,,
6605,부산,140072,성우와이제이,2023,23,최종,내항,출항,"3,560",2023-02-26 08:00,2023-02-27 18:50,,2023-02-28 10:42,기타,,MB7,05,우암부두 75선석,제주,제주,일반화물선,6.0,8.0,12.0,N,N,,
6606,부산,140072,성우와이제이,2023,23,최종,내항,입항,"3,560",2023-02-26 08:00,2023-02-27 18:50,,2023-02-27 09:39,기타,,MB7,05,우암부두 75선석,제주,제주,일반화물선,6.0,8.0,14.0,N,N,,
6607,부산,DSRD2,SAYAKA,2023,3,최종,외항,입항,499,2023-02-26 08:10,2023-02-27 17:50,2023-02-26 08:10,2023-02-27 09:02,기타,23YJSPSA03I,MB8,05,8부두 85선석,"FUKUYAMA, HIROSHIMA",포항,일반화물선,3.0,5.0,,N,N,,
6608,부산,DSRD2,SAYAKA,2023,3,최종,외항,출항,499,2023-02-26 08:10,2023-02-27 17:50,2023-02-27 17:50,2023-02-28 09:45,기타,23YJSPSB03E,MB8,05,8부두 85선석,"FUKUYAMA, HIROSHIMA",포항,일반화물선,3.0,5.0,,N,N,,
6609,부산,3E2560,CHANG RONG 12,2023,1,최종,외항,입항,"2,988",2023-02-26 08:30,2023-02-28 20:42,2023-02-26 08:30,2023-03-03 10:17,기타,23DUSCC226I,MK6,02,감천 6부두 2선석,VLADIVOSTOK,VLADIVOSTOK,일반화물선,,13.0,,Y,Y,,
6610,부산,3E2560,CHANG RONG 12,2023,1,최종,외항,출항,"2,988",2023-02-26 08:30,2023-02-28 20:42,2023-02-28 19:00,2023-03-03 10:17,기타,23DUSCC228E,MK6,02,감천 6부두 2선석,VLADIVOSTOK,VLADIVOSTOK,일반화물선,,13.0,,Y,Y,,
6611,부산,DSOF5,SUNG JIN,2023,3,최종,외항,입항,"1,380",2023-02-26 08:30,2023-02-26 16:00,2023-02-26 09:00,2023-03-07 09:17,기타,23KRMSK084I,MBR,03,감만부두 3선석,JAPAN /OTHER-PORT/,포항,일반화물선,2.0,8.0,,Y,Y,,
