,항명,호출부호,선명,입항횟수,입항횟수.1,구분,외내,입출,총톤수,입항일시,출항일시,CIQ수속일자,수리일시,항해구분,MRN 번호,계선장소,계선장소.1,계선장소.2,차항지,전출항지,선박용도,"외항:한국인선원수
내항:해기사선원수","외항:외국인선원수
내항:보통선원수",승객,예선,도선,부선호출부호1,부선호출부호2
523,부산,D8RV,PANSTAR GENIE NO.2,2022,108,최종,외항,입항,"7,323",2022-12-30 17:30,2023-01-05 12:00,2022-12-30 17:30,2023-01-06 09:09,기타,22PSLCP751I,MSL,01,신항 다목적부두,SHIDAO PT,"NAGOYA, AICHI",세미(혼재)컨테이너선,8.0,9,,N,N,,
524,인천,BATI,YA LU JIANG,2022,75,최종,외항,입항,"5,250",2022-12-31 12:36,2022-12-31 20:00,2022-12-31 13:00,2022-12-31 13:17,기타,22COSN8189I,MSB,02,신항 선광신컨테이너터미널 2선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,17,,Y,Y,,
525,인천,BATI,YA LU JIANG,2022,75,최종,외항,출항,"5,250",2022-12-31 12:36,2022-12-31 20:00,2022-12-31 20:00,2022-12-31 22:24,기타,22COSN8190E,MSB,02,신항 선광신컨테이너터미널 2선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,17,,Y,Y,,
526,인천,BSDG,BEI HAI,2022,46,최종,외항,입항,"5,272",2022-12-31 18:43,2023-01-01 05:30,2022-12-31 19:00,2023-01-02 10:33,기타,22CKCO1051I,MSA,03,신항 한진인천컨테이너터미널 3선석,ZHANGJIAGANG,TAICANG,세미(혼재)컨테이너선,,18,,Y,Y,,
527,인천,BSDG,BEI HAI,2022,46,최종,외항,출항,"5,272",2022-12-31 18:43,2023-01-01 05:30,2023-01-01 02:00,2023-01-02 15:13,기타,22CKCO0893E,MSA,03,신항 한진인천컨테이너터미널 3선석,ZHANGJIAGANG,TAICANG,세미(혼재)컨테이너선,,18,,Y,Y,,
528,부산,V7QV6,KYOWA ORCHID,2023,1,최종,외항,입항,"9,924",2023-01-01 06:30,2023-01-02 12:51,2023-01-01 07:00,2023-01-02 09:55,기타,23KWSC0101I,MBR,01,감만부두 1선석,KOBE,KWAJALEIN,세미(혼재)컨테이너선,,22,,Y,Y,,
529,부산,V7QV6,KYOWA ORCHID,2023,1,최종,외항,출항,"9,924",2023-01-01 06:30,2023-01-02 12:51,2023-01-02 13:00,2023-01-02 14:54,기타,23KWSC0102E,MBR,01,감만부두 1선석,KOBE,KWAJALEIN,세미(혼재)컨테이너선,,22,,Y,Y,,
530,인천,3FMT9,XIN HE DA,2023,1,최종,외항,입항,"7,808",2023-01-01 17:55,2023-01-02 12:00,2023-01-01 19:00,2023-01-01 23:45,기타,23TJMSK578I,MSA,03,신항 한진인천컨테이너터미널 3선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,18,,Y,Y,,
531,인천,3FMT9,XIN HE DA,2023,1,최종,외항,출항,"7,808",2023-01-01 17:55,2023-01-02 12:00,2023-01-02 10:00,2023-01-02 13:21,기타,23TJMSK578E,MSA,01,신항 한진인천컨테이너터미널 1선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,18,,Y,Y,,
532,인천,BATD,MING YUE,2023,1,최종,외항,입항,"2,453",2023-01-02 07:06,2023-01-02 18:30,2023-01-02 08:00,2023-01-03 11:20,기타,23DDSCK791I,MSB,03,신항 선광신컨테이너터미널 3선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
533,인천,BATD,MING YUE,2023,1,최종,외항,출항,"2,453",2023-01-02 07:06,2023-01-02 18:30,2023-01-02 15:00,2023-01-03 13:12,기타,23DDSCK791E,MSB,03,신항 선광신컨테이너터미널 3선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
534,인천,3E2808,AN JI 15,2023,1,최종,외항,출항,"2,995",2023-01-03 01:40,2023-01-05 12:30,2023-01-04 13:00,2023-01-11 17:54,기타,23DKSPF022E,WWJ,01,제2입항대기정박지(장안서),OCEAN DISTRICT,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,14,,Y,Y,,
535,인천,3E2808,AN JI 15,2023,1,최종,외항,입항,"2,995",2023-01-03 01:40,2023-01-05 12:30,2023-01-03 07:30,2023-01-03 13:15,기타,23DKSPF021I,MBX,02,북항 동방부두 2선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,14,,Y,Y,,
536,부산,DSQX2,SANSTAR DREAM,2023,1,최종,외항,출항,"5,319",2023-01-04 11:45,2023-01-04 15:55,2023-01-04 16:00,2023-01-09 15:04,기타,23PSLCB501E,MSL,01,신항 다목적부두,TSURUGA,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
537,부산,DSQX2,SANSTAR DREAM,2023,1,최종,외항,입항,"5,319",2023-01-04 11:45,2023-01-04 15:55,2023-01-04 11:30,2023-01-09 15:02,기타,23PSLCB501I,MSL,01,신항 다목적부두,TSURUGA,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
538,부산,3E3743,NEPTUNE LINE,2023,1,최종,외항,출항,"5,132",2023-01-04 20:25,2023-01-04 23:40,2023-01-04 23:40,2023-01-18 10:40,기타,23KNJOH005E,WAN,04,남외항 N-4박지,NAKHODKA,TAICANG PT,세미(혼재)컨테이너선,,18,,N,N,,
539,부산,3E3743,NEPTUNE LINE,2023,1,최종,외항,입항,"5,132",2023-01-04 20:25,2023-01-04 23:40,2023-01-04 20:25,2023-01-09 13:42,기타,23KNJOH005I,WAN,04,남외항 N-4박지,NAKHODKA,TAICANG PT,세미(혼재)컨테이너선,,18,,N,N,,
540,부산,9V9832,SIANGTAN,2023,1,최종,외항,출항,"25,483",2023-01-05 08:30,2023-01-07 21:54,2023-01-07 22:00,2023-01-09 09:14,기타,23CNCO0102E,MBR,E2,신감만부두 2선석,NANSHA PT,CHANGSHU,세미(혼재)컨테이너선,,28,,Y,Y,,
541,부산,9V9832,SIANGTAN,2023,1,최종,외항,입항,"25,483",2023-01-05 08:30,2023-01-07 21:54,2023-01-05 09:00,2023-01-05 11:09,기타,23CNCO0101I,MBR,01,감만부두 1선석,NANSHA PT,CHANGSHU,세미(혼재)컨테이너선,,25,,Y,Y,,
542,인천,BATI,YA LU JIANG,2023,1,최종,외항,출항,"5,250",2023-01-05 14:18,2023-01-05 23:02,2023-01-05 23:00,2023-01-06 07:02,기타,23COSN8192E,MSB,01,신항 선광신컨테이너터미널 1선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,17,,Y,Y,,
543,인천,BATI,YA LU JIANG,2023,1,최종,외항,입항,"5,250",2023-01-05 14:18,2023-01-05 23:02,2023-01-05 14:30,2023-01-05 22:43,기타,23COSN8191I,MSB,01,신항 선광신컨테이너터미널 1선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,17,,Y,Y,,
544,인천,BATD,MING YUE,2023,2,최종,외항,출항,"2,453",2023-01-05 22:44,2023-01-06 10:05,2023-01-06 08:00,2023-01-06 10:11,기타,23DDSCK792E,MSB,03,신항 선광신컨테이너터미널 3선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
545,인천,BATD,MING YUE,2023,2,최종,외항,입항,"2,453",2023-01-05 22:44,2023-01-06 10:05,2023-01-05 23:00,2023-01-06 06:58,기타,23DDSCK792I,MSB,03,신항 선광신컨테이너터미널 3선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
546,부산,VREU7,GUANG PING,2023,1,최종,외항,입항,"5,275",2023-01-06 00:02,2023-01-06 12:53,2023-01-06 00:02,2023-01-06 12:56,기타,23DDSGGP19I,MBR,E2,신감만부두 2선석,QINGDAO,MOJI/KITAKYUSHU,세미(혼재)컨테이너선,,18,,Y,Y,,
547,부산,VREU7,GUANG PING,2023,1,최종,외항,출항,"5,275",2023-01-06 00:02,2023-01-06 12:53,2023-01-06 12:53,2023-01-06 14:19,기타,23DDSGGP19E,MBR,E2,신감만부두 2선석,QINGDAO,MOJI/KITAKYUSHU,세미(혼재)컨테이너선,,18,,Y,Y,,
548,인천,BSDG,BEI HAI,2023,1,최종,외항,출항,"5,272",2023-01-06 16:40,2023-01-07 06:05,2023-01-07 05:00,2023-01-09 13:54,기타,23CKCO0007E,MSA,03,신항 한진인천컨테이너터미널 3선석,ZHANGJIAGANG,TAICANG,세미(혼재)컨테이너선,,18,,Y,Y,,
549,인천,BSDG,BEI HAI,2023,1,최종,외항,입항,"5,272",2023-01-06 16:40,2023-01-07 06:05,2023-01-06 17:00,2023-01-09 09:12,기타,23CKCO0005I,MSA,03,신항 한진인천컨테이너터미널 3선석,ZHANGJIAGANG,TAICANG,세미(혼재)컨테이너선,,18,,Y,Y,,
550,부산,VRUH4,RUI NENG 8,2023,1,최종,외항,출항,"8,425",2023-01-07 15:55,2023-01-07 23:02,2023-01-07 23:02,2023-01-09 10:44,기타,23SFKLR228E,MB7,02,7부두 72선석,VOSTOCHNYY PORT,QINGDAO,세미(혼재)컨테이너선,,17,,Y,Y,,
551,부산,VRUH4,RUI NENG 8,2023,1,최종,외항,입항,"8,425",2023-01-07 15:55,2023-01-07 23:02,2023-01-07 15:55,2023-01-09 10:43,기타,23SSLFR228I,MB7,02,7부두 72선석,OCEAN DISTRICT,QINGDAO,세미(혼재)컨테이너선,,17,,Y,Y,,
552,부산,D8RV,PANSTAR GENIE NO.2,2023,1,최종,외항,출항,"7,323",2023-01-07 17:00,2023-01-07 23:40,2023-01-07 23:00,2023-01-09 10:00,기타,23PSLCB701E,MFL,01,신항 다목적부두연결잔교,TOKYO,SHIDAO PT,세미(혼재)컨테이너선,8.0,9,,N,N,,
553,부산,D8RV,PANSTAR GENIE NO.2,2023,1,최종,외항,입항,"7,323",2023-01-07 17:00,2023-01-07 23:40,2023-01-07 18:00,2023-01-09 09:43,기타,23SSPSB701I,MFL,01,신항 다목적부두연결잔교,TOKYO,SHIDAO PT,세미(혼재)컨테이너선,8.0,9,,N,N,,
554,인천,3FMT9,XIN HE DA,2023,2,최종,외항,출항,"7,808",2023-01-08 07:00,2023-01-09 01:30,2023-01-09 00:00,2023-01-11 09:03,기타,23TJMSK579E,MSA,01,신항 한진인천컨테이너터미널 1선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,18,,Y,Y,,
555,인천,3FMT9,XIN HE DA,2023,2,최종,외항,입항,"7,808",2023-01-08 07:00,2023-01-09 01:30,2023-01-07 16:00,2023-01-11 09:03,기타,23TJMSK579I,MSA,01,신항 한진인천컨테이너터미널 1선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,18,,Y,Y,,
556,부산,DSQX2,SANSTAR DREAM,2023,2,최종,외항,출항,"5,319",2023-01-08 12:20,2023-01-08 15:25,2023-01-08 15:30,2023-01-09 15:05,기타,23PSLCB502E,MFL,01,신항 다목적부두연결잔교,마산,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
557,부산,DSQX2,SANSTAR DREAM,2023,2,최종,외항,입항,"5,319",2023-01-08 12:20,2023-01-08 15:25,2023-01-08 11:30,2023-01-09 15:05,기타,23PSLCP501I,MFL,01,신항 다목적부두연결잔교,마산,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
558,인천,BATI,YA LU JIANG,2023,2,최종,외항,입항,"5,250",2023-01-09 09:50,2023-01-09 16:36,2023-01-09 10:00,2023-01-09 10:57,기타,23COSNY601I,MSB,03,신항 선광신컨테이너터미널 3선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,17,,Y,Y,,
559,인천,BATI,YA LU JIANG,2023,2,최종,외항,출항,"5,250",2023-01-09 09:50,2023-01-09 16:36,2023-01-09 16:30,2023-01-09 21:57,기타,23COSNY601E,MSB,03,신항 선광신컨테이너터미널 3선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,17,,Y,Y,,
560,인천,BATD,MING YUE,2023,3,최종,외항,출항,"2,453",2023-01-09 13:05,2023-01-09 21:55,2023-01-09 19:00,2023-01-10 13:05,기타,23DDSCK793E,MSB,03,신항 선광신컨테이너터미널 3선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
561,인천,BATD,MING YUE,2023,3,최종,외항,입항,"2,453",2023-01-09 13:05,2023-01-09 21:55,2023-01-09 11:30,2023-01-10 13:04,기타,23DDSCK793I,MSB,03,신항 선광신컨테이너터미널 3선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
562,부산,7JYD,TROPICAL ISLANDER,2023,1,최종,외항,입항,"18,100",2023-01-10 08:35,2023-01-12 19:05,2023-01-10 08:00,2023-01-10 11:47,기타,23KWSC0103I,MBR,01,감만부두 1선석,KOBE,PAPEETE,세미(혼재)컨테이너선,,20,,Y,Y,,
563,부산,7JYD,TROPICAL ISLANDER,2023,1,최종,외항,출항,"18,100",2023-01-10 08:35,2023-01-12 19:05,2023-01-12 19:00,2023-01-13 08:49,기타,23KWSC0104E,MBR,01,감만부두 1선석,KOBE,PAPEETE,세미(혼재)컨테이너선,,20,,Y,Y,,
564,부산,VROO8,NEW GUINEA CHIEF,2023,1,최종,외항,출항,"18,723",2023-01-11 07:00,2023-01-13 03:00,2023-01-13 03:00,2023-01-13 09:00,기타,23CNCO0104E,MBR,E1,신감만부두 1선석,YOKOHAMA,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,25,,Y,Y,,
565,부산,VROO8,NEW GUINEA CHIEF,2023,1,최종,외항,입항,"18,723",2023-01-11 07:00,2023-01-13 03:00,2023-01-11 07:00,2023-01-13 09:00,기타,23CNCO0103I,MK6,03,감천 6부두 3선석,YOKOHAMA,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,26,,Y,Y,,
566,부산,DSQX2,SANSTAR DREAM,2023,3,최종,외항,출항,"5,319",2023-01-11 11:45,2023-01-11 16:00,2023-01-11 16:00,2023-01-13 13:59,기타,23PSLCB503E,MSL,01,신항 다목적부두,TSURUGA,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
567,부산,DSQX2,SANSTAR DREAM,2023,3,최종,외항,입항,"5,319",2023-01-11 11:45,2023-01-11 16:00,2023-01-11 12:00,2023-01-13 13:58,기타,23PSLCP502I,MSL,01,신항 다목적부두,TSURUGA,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
568,부산,D8RV,PANSTAR GENIE NO.2,2023,2,최종,외항,입항,"7,323",2023-01-11 17:05,2023-01-12 13:40,2023-01-11 17:00,2023-01-13 13:58,기타,23PSLCP701I,MSL,01,신항 다목적부두,SHIDAO PT,"NAGOYA, AICHI",세미(혼재)컨테이너선,8.0,9,,N,N,,
569,부산,D8RV,PANSTAR GENIE NO.2,2023,2,최종,외항,출항,"7,323",2023-01-11 17:05,2023-01-12 13:40,2023-01-12 13:00,2023-01-13 13:59,기타,23SSPSP701E,MSL,01,신항 다목적부두,SHIDAO PT,"NAGOYA, AICHI",세미(혼재)컨테이너선,8.0,9,,N,N,,
570,인천,3E2808,AN JI 15,2023,2,최종,외항,입항,"2,995",2023-01-11 17:15,2023-01-16 08:00,2023-01-11 16:00,2023-01-11 17:55,기타,23DKSPF045I,MBU,01,북항 대한통운부두 1선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,14,,Y,Y,,
571,인천,3E2808,AN JI 15,2023,2,최종,외항,출항,"2,995",2023-01-11 17:15,2023-01-16 08:00,2023-01-12 21:00,2023-01-17 09:08,기타,23DKSPF046E,WWJ,01,제2입항대기정박지(장안서),DALIAN,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,14,,Y,Y,,
572,부산,VREU7,GUANG PING,2023,2,최종,외항,출항,"5,275",2023-01-11 20:35,2023-01-12 11:43,2023-01-12 11:43,2023-01-12 15:42,기타,23DDSGGP20E,MBR,E2,신감만부두 2선석,QINGDAO,HAKATA/FUKUOKA,세미(혼재)컨테이너선,,18,,Y,Y,,
573,부산,VREU7,GUANG PING,2023,2,최종,외항,입항,"5,275",2023-01-11 20:35,2023-01-12 11:43,2023-01-11 20:35,2023-01-12 15:42,기타,23DDSGGP20I,MBR,E2,신감만부두 2선석,QINGDAO,HAKATA/FUKUOKA,세미(혼재)컨테이너선,,18,,Y,Y,,
574,인천,BSDG,BEI HAI,2023,2,최종,외항,출항,"5,272",2023-01-12 12:55,2023-01-13 02:25,2023-01-12 22:00,2023-01-13 10:50,기타,23CKCO0027E,MSA,03,신항 한진인천컨테이너터미널 3선석,ZHANGJIAGANG,TAICANG,세미(혼재)컨테이너선,,18,,Y,Y,,
575,인천,BSDG,BEI HAI,2023,2,최종,외항,입항,"5,272",2023-01-12 12:55,2023-01-13 02:25,2023-01-12 13:00,2023-01-13 06:53,기타,23CKCO0027I,MSA,03,신항 한진인천컨테이너터미널 3선석,ZHANGJIAGANG,TAICANG,세미(혼재)컨테이너선,,18,,Y,Y,,
576,인천,BATI,YA LU JIANG,2023,3,최종,외항,출항,"5,250",2023-01-13 09:48,2023-01-16 05:00,2023-01-14 05:30,2023-01-16 09:30,기타,23COSNY602E,MSB,01,신항 선광신컨테이너터미널 1선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,17,,Y,Y,,
577,인천,BATI,YA LU JIANG,2023,3,최종,외항,입항,"5,250",2023-01-13 09:48,2023-01-16 05:00,2023-01-13 08:30,2023-01-13 10:48,기타,23COSNY602I,MSB,01,신항 선광신컨테이너터미널 1선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,17,,Y,Y,,
578,인천,BATD,MING YUE,2023,4,최종,외항,출항,"2,453",2023-01-13 10:05,2023-01-14 07:40,2023-01-14 05:30,2023-01-15 15:48,기타,23DDSCK794E,MSB,02,신항 선광신컨테이너터미널 2선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
579,인천,BATD,MING YUE,2023,4,최종,외항,입항,"2,453",2023-01-13 10:05,2023-01-14 07:40,2023-01-13 08:00,2023-01-15 15:48,기타,23DDSCK794I,MSB,02,신항 선광신컨테이너터미널 2선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
580,부산,DSQX2,SANSTAR DREAM,2023,4,최종,외항,입항,"5,319",2023-01-14 14:40,2023-01-15 06:00,2023-01-14 14:00,2023-01-18 10:07,기타,23PSLCP503I,MSL,01,신항 다목적부두,마산,KANAZAWA,세미(혼재)컨테이너선,8.0,9,,N,N,,
581,부산,DSQX2,SANSTAR DREAM,2023,4,최종,외항,출항,"5,319",2023-01-14 14:40,2023-01-15 06:00,2023-01-15 07:00,2023-01-18 10:10,기타,23PSLCB504E,MSL,01,신항 다목적부두,마산,KANAZAWA,세미(혼재)컨테이너선,8.0,9,,N,N,,
582,부산,V7IM5,KYOWA STORK,2023,1,최종,외항,입항,"12,592",2023-01-14 21:54,2023-01-16 20:46,2023-01-14 21:00,2023-01-16 08:35,기타,23KWSC0105I,MBR,01,감만부두 1선석,KOBE,KWAJALEIN,세미(혼재)컨테이너선,,21,,Y,Y,,
583,부산,V7IM5,KYOWA STORK,2023,1,최종,외항,출항,"12,592",2023-01-14 21:54,2023-01-16 20:46,2023-01-16 21:00,2023-01-17 08:57,기타,23KWSC0106E,MBR,01,감만부두 1선석,KOBE,KWAJALEIN,세미(혼재)컨테이너선,,21,,Y,Y,,
584,인천,3FMT9,XIN HE DA,2023,3,최종,외항,입항,"7,808",2023-01-14 22:00,2023-01-16 09:05,2023-01-14 22:00,2023-01-14 22:47,기타,23TJMSK580I,MSA,03,신항 한진인천컨테이너터미널 3선석,TIANJIN XINGANG PT,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,18,,Y,Y,,
585,인천,3FMT9,XIN HE DA,2023,3,최종,외항,출항,"7,808",2023-01-14 22:00,2023-01-16 09:05,2023-01-15 15:00,2023-01-16 09:31,기타,23TJMSK580E,WWB,01,제1입항대기정박지(북장자서),TIANJIN XINGANG PT,TIANJIN XINGANG PT,세미(혼재)컨테이너선,,18,,Y,Y,,
586,부산,D8FB,PANSTAR GENIE,2023,1,최종,외항,출항,"7,323",2023-01-15 08:15,2023-01-15 11:25,2023-01-15 11:00,2023-01-18 10:10,기타,23PSLCB302E,MSL,01,신항 다목적부두,OSAKA,평택.당진,세미(혼재)컨테이너선,8.0,9,,N,N,,
587,부산,D8FB,PANSTAR GENIE,2023,1,최종,외항,입항,"7,323",2023-01-15 08:15,2023-01-15 11:25,2023-01-15 08:30,2023-01-18 10:08,기타,23PSLCB302I,MSL,01,신항 다목적부두,OSAKA,평택.당진,세미(혼재)컨테이너선,8.0,9,,N,N,,
588,부산,BTBM3,XIN XIN HAI 2,2023,1,최종,외항,출항,"21,270",2023-01-15 15:28,2023-01-15 23:45,2023-01-15 23:45,2023-01-16 08:48,기타,23SHJSX230E,MBR,E1,신감만부두 1선석,TAICANG,VANINO,세미(혼재)컨테이너선,,21,,Y,Y,,
589,부산,BTBM3,XIN XIN HAI 2,2023,1,최종,외항,입항,"21,270",2023-01-15 15:28,2023-01-15 23:45,2023-01-15 15:28,2023-01-16 08:42,기타,23SHJSX230I,MBR,E1,신감만부두 1선석,TAICANG,VANINO,세미(혼재)컨테이너선,,21,,Y,Y,,
590,부산,D8RV,PANSTAR GENIE NO.2,2023,3,최종,외항,출항,"7,323",2023-01-16 09:45,2023-01-16 18:00,2023-01-16 18:00,2023-01-18 10:18,기타,23PSLCB702E,MSL,01,신항 다목적부두,TOKYO,SHIDAO PT,세미(혼재)컨테이너선,8.0,9,,N,N,,
591,부산,D8RV,PANSTAR GENIE NO.2,2023,3,최종,외항,입항,"7,323",2023-01-16 09:45,2023-01-16 18:00,2023-01-16 10:00,2023-01-18 10:05,기타,23SSPSB702I,MSL,01,신항 다목적부두,OSAKA,SHIDAO PT,세미(혼재)컨테이너선,8.0,9,,N,N,,
592,부산,BSDU,XIN TAI PING,2023,1,최종,외항,입항,"5,275",2023-01-17 21:30,2023-01-18 06:02,2023-01-17 21:30,2023-01-18 10:36,기타,23TCLCXP01I,MBS,04,신선대부두 4선석,KOBE,TAICANG,세미(혼재)컨테이너선,,17,,Y,Y,,
593,부산,BSDU,XIN TAI PING,2023,1,최종,외항,출항,"5,275",2023-01-17 21:30,2023-01-18 06:02,2023-01-18 06:02,2023-01-18 10:41,기타,23TCLCXP01E,MBS,04,신선대부두 4선석,KOBE,TAICANG,세미(혼재)컨테이너선,,17,,Y,Y,,
594,인천,BATD,MING YUE,2023,5,최종,외항,입항,"2,453",2023-01-18 08:05,2023-01-18 17:40,2023-01-18 08:00,2023-01-19 08:57,기타,23DDSCK795I,MSB,03,신항 선광신컨테이너터미널 3선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
595,인천,BATD,MING YUE,2023,5,최종,외항,출항,"2,453",2023-01-18 08:05,2023-01-18 17:40,2023-01-18 16:00,2023-01-19 08:57,기타,23DDSCK795E,MSB,01,신항 선광신컨테이너터미널 1선석,DANDONG,DANDONG,세미(혼재)컨테이너선,,15,,Y,Y,,
596,부산,5VHA7,SIDIMI,2023,1,최초,외항,출항,"5,608",2023-01-18 11:00,2023-01-18 14:00,2023-01-18 13:30,,기타,23GOMSD011E,WAN,03,남외항 N-3박지,QINGDAO,NAKHODKA,세미(혼재)컨테이너선,,16,,N,N,,
597,부산,5VHA7,SIDIMI,2023,1,최초,외항,입항,"5,608",2023-01-18 11:00,2023-01-18 14:00,2023-01-18 11:00,,기타,23GOMSA011I,WAN,03,남외항 N-3박지,QINGDAO,NAKHODKA,세미(혼재)컨테이너선,,16,,N,N,,
598,부산,DSQX2,SANSTAR DREAM,2023,5,최종,외항,입항,"5,319",2023-01-18 11:55,2023-01-18 15:15,2023-01-18 12:00,2023-01-19 11:28,기타,23PSLCP504I,MSL,01,신항 다목적부두,TSURUGA,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
599,부산,DSQX2,SANSTAR DREAM,2023,5,최종,외항,출항,"5,319",2023-01-18 11:55,2023-01-18 15:15,2023-01-18 16:00,2023-01-19 13:22,기타,23PSLCB505E,MSL,01,신항 다목적부두,TSURUGA,마산,세미(혼재)컨테이너선,8.0,9,,N,N,,
600,부산,D8FB,PANSTAR GENIE,2023,2,최종,외항,출항,"7,323",2023-01-18 18:30,2023-01-18 23:00,2023-01-18 23:00,2023-01-19 15:49,기타,23SSPSP702E,MSL,01,신항 다목적부두,SHIDAO PT,"NAGOYA, AICHI",세미(혼재)컨테이너선,8.0,9,,N,N,,
601,부산,D8FB,PANSTAR GENIE,2023,2,최종,외항,입항,"7,323",2023-01-18 18:30,2023-01-18 23:00,2023-01-18 18:30,2023-01-19 15:48,기타,23PSLCP302I,MSL,01,신항 다목적부두,SHIDAO PT,"NAGOYA, AICHI",세미(혼재)컨테이너선,8.0,9,,N,N,,
602,인천,BSDG,BEI HAI,2023,3,최종,외항,입항,"5,272",2023-01-18 21:10,2023-01-19 10:05,2023-01-18 20:00,2023-01-19 13:26,기타,23CKCO0066I,MSA,03,신항 한진인천컨테이너터미널 3선석,ZHANGJIAGANG,TAICANG,세미(혼재)컨테이너선,,18,,Y,Y,,
603,인천,BSDG,BEI HAI,2023,3,최종,외항,출항,"5,272",2023-01-18 21:10,2023-01-19 10:05,2023-01-19 01:00,2023-01-19 14:17,기타,23CKCO1022E,MSA,03,신항 한진인천컨테이너터미널 3선석,ZHANGJIAGANG,TAICANG,세미(혼재)컨테이너선,,18,,Y,Y,,
604,부산,3FQO9,PACIFIC CONDOR,2023,1,최종,외항,출항,"8,483",2023-01-19 06:48,2023-01-19 20:54,2023-01-19 21:00,2023-01-20 09:09,기타,23KWSC0108E,MBR,01,감만부두 1선석,CHOFU,KEELUNG (CHILUNG),세미(혼재)컨테이너선,,22,,Y,Y,,
605,부산,3FQO9,PACIFIC CONDOR,2023,1,최종,외항,입항,"8,483",2023-01-19 06:48,2023-01-19 20:54,2023-01-19 07:00,2023-01-19 09:56,기타,23KWSC0107I,MBR,01,감만부두 1선석,CHOFU,KEELUNG (CHILUNG),세미(혼재)컨테이너선,,22,,Y,Y,,
606,인천,BATI,YA LU JIANG,2023,4,최종,외항,출항,"5,250",2023-01-19 08:18,2023-01-20 12:50,2023-01-19 14:00,2023-01-20 13:52,기타,23COSNY603E,WWB,01,제1입항대기정박지(북장자서),DALIAN,DALIAN,세미(혼재)컨테이너선,,17,,Y,Y,,
607,인천,BATI,YA LU JIANG,2023,4,최종,외항,입항,"5,250",2023-01-19 08:18,2023-01-20 12:50,2023-01-19 08:00,2023-01-19 08:57,기타,23COSNY603I,MSB,02,신항 선광신컨테이너터미널 2선석,DALIAN,DALIAN,세미(혼재)컨테이너선,,17,,Y,Y,,
608,부산,VREU7,GUANG PING,2023,3,최종,외항,입항,"5,275",2023-01-19 14:38,2023-01-20 03:00,2023-01-19 14:38,2023-01-20 11:33,기타,23DDSGGP21I,MBR,E2,신감만부두 2선석,QINGDAO,HAKATA/FUKUOKA,세미(혼재)컨테이너선,,18,,Y,Y,,
609,부산,VREU7,GUANG PING,2023,3,최종,외항,출항,"5,275",2023-01-19 14:38,2023-01-20 03:00,2023-01-20 03:00,2023-01-20 11:34,기타,23DDSGGP21E,MBR,E2,신감만부두 2선석,QINGDAO,HAKATA/FUKUOKA,세미(혼재)컨테이너선,,18,,Y,Y,,
610,부산,UHDH,OMSKIY 115,2023,1,최종,외항,출항,"2,463",2023-01-19 17:25,2023-01-19 19:28,2023-01-19 19:28,2023-02-07 17:21,기타,23GOMSD013E,WAN,02,남외항 N-2박지,VLADIVOSTOK,ZHOUSHAN,세미(혼재)컨테이너선,,13,,N,N,,
